Title,Date,Summary
"Gara-Gara Bitcoin, Negara Kecil Ini Jadi Terkaya di Dunia",07 August 2024 08:10,"Jakarta, CNBC Indonesia- Seseorang yang sukses dan kaya raya karena investasi itu biasa. Namun, tahukah Anda ada sebuah negara kecil di Amerika Tengah yang juga menjadi kaya karena rajin mengumpulkan mata uang kripto Bitcoin?Negara itu adalah El Salvador. Mengutip Cryptonews, pada September 2021, El Salvador menjadi negara pertama di dunia yang secara resmi menerima Bitcoin sebagai alat pembayaran sah. Pengesahan itu disusul dengan keputusan Presiden El Salvador, Nayib Bukele yang mengumumkan pemerintah mulai membeli 1 BTC per hari pada 16 November 2022.Baca:Wall Street Lanjut Ambruk, Investor Lego Saham Nvidia Hingga AppleKeputusan yang awalnya kontroversial ini pada akhirnya berbuah manis. Saat ini, pemerintah El Salvador sudah mengumpulkan Bitcoin bernilai lebih dari 2.000 BTC atau setara US$ 150 juta.Meski El Salvador sudah menggenggam Bitcoin dalam jumlah besar, Presiden Bukele bersikukuh tidak memiliki rencana untuk menjualnya. Padahal, El Salvador bisa saja mendapatkan keuntungan besar mengingat harga Bitcoin yang terus meningkat.Para pakar memprediksi langkah tersebut dapat membawa El Salvador menjadi salah satu negara terkaya di dunia. Salah satu kapitalis ventura berbasis di Silicon Valley, Tim Draper mengatakan, El Salvador sedang berkembang menjadi negara yang inovatif dan akan menjadi salah satu tempat paling menarik untuk ditinggali.Bahkan menurutnya, jika harga Bitcoin mencapai US$ 100.000, El Salvador dapat melunasi pinjamannya kepada Dana Moneter Internasional (IMF).Hal senada juga diungkapkan oleh Pendiri dan CEO CrossFi, Alexander Mamasidikov yang optimis bahwa El Salvador dapat menjadi negara mandiri secara finansial dan dapat fokus penuh pada masalah internal.Keputusan Presiden Bukele yang menegaskan tidak menjual kepemilikan Bitcoin pemerintah, memberi kepercayaan pada sebagian kecil populasi El Salvador yang telah menggunakan Bitcoin sebagai alat pembayaran.Seperti diketahui, El Salvador telah meninggalkan Dolar sebagai mata uang cadangan pada tahun 2021 lalu. Mamasidikov meyakini penggunaan BTC akan meningkatkan kekayaan negara tersebut ke depannya.Salah satu alasan keputusan pemerintah El Salvador menahan penjualan mata uang kripto tersebut karena tidak ingin merusakan kepercayaan pada inisiatif Bitcoin di negara tersebut. Bitcoin tetap digenggam walaupun negara sedang mengalami kesulitan ekonomi.Sebab, meskipun banyak warga El Salvador telah menggunakan Bitcoin, pemahaman dasar tentang konsep tersebut masih terbatas. Pemerintah menahan penjualan Bitcoin untuk meningkatkan pemahaman tentang Bitcoin di negara tersebut.(fsd/fsd)Saksikan video di bawah ini:Buka-bukaan Mirza Soal Kondisi Asuransi & Kesiapan OJK Awasi Kripto CsNext ArticleEl Salvador Jadi Negara Terkaya Berkat Bitcoin"
"Investor Institusi Blackrock Hold Bitcoin, Pasar Kripto Menguat",07 August 2024 07:30,"Jakarta, CNBC Indonesia -Kenaikan ini terjadi setelah penurunan yang sempat terjadi cukup dalam.Merujuk dariCoinMarketCappada Rabu (7/8/2024) pukul 06:35 WIB, pasar kripto kompak naik. Bitcoin menguat 2,52% ke US$56.168,69 sementara secara mingguan berada di zona merah 15,18%.Baca:IHSG Bangkit, Asing Kompak Borong 10 Saham IniEthereum berada di teritori positif 0,61% dalam 24 jam terakhir sedangkan dalam sepekan ambruk 24,7%.Solana terbang 9,16% secara harian kendati dalam sepekan tersungkur 18,58%.Begitu pula dengan Toncoin yang mengalami kenaikan 8,84% dalam 24 jam terakhir sementara dalam tujuh hari terakhir ambles 13,76%.CoinDesk Market Index (CMI) yang merupakan indeks untuk mengukur kinerja tertimbang kapitalisasi pasar dari pasar aset digital naik 3,42% ke angka 2.112,96 Open interest terapresiasi 1,11% di angka US$47,78 miliar.Sedangkan fear & greed index yang dilansir daricoinmarketcap.commenunjukkan angka 34 yang menunjukkan bahwa pasar berada di fase pesimis/takut dengan kondisi ekonomi dan industri kripto saat ini.Dikutip daricointelegraph.com, menurut Galaxy Digital, volume perdagangan dana yang diperdagangkan di bursa AS (ETF Bitcoin spot) melampaui US$1 miliar pada awal perdagangan AS pada 5 Agustus, karena pasar global yang merosot memicu aktivitas yang ""sangat tinggi"" di seluruh ruang aset digital.Kepala riset Galaxy, Alex Thorn, mengatakan dia mengharapkan ETF tersebut mengakumulasi arus masuk seiring investor membeli penurunan. Menurut Thorn, ""Sentimen makro juga memburuk setelah data pengangguran AS yang buruk Jumat lalu. Selain itu, pembalikan besar di seluruh aset [telah] menyebabkan volatilitas melonjak tajam.""Pendiri 10x Research Markus Thielen mengatakan dia mengharapkan investasi kripto baru melambat seiring pasar menyesuaikan diri dari risiko makroekonomi yang lebih luas.""Struktur pasar, termasuk jalur masuk fiat ke kripto, telah lemah selama berbulan-bulan,"" katanya. ""Tidak mungkin pemain besar akan berinvestasi di tengah volatilitas tinggi dan harga yang tidak dapat diprediksi. Banyak yang masih perlu keluar dari posisi dan mengurangi leverage portofolio mereka.""Lebih lanjut, investor institusi layaknya Blackrock dan Fidelity menunjukkan bahwa mereka tidak meninggalkan pasar meskipun sebelumnya terjadi penurunan yang sangat dalam. Perusahaan-perusahaan tersebut tampaknya lebih memperhatikan nilai intrinsik fundamental Bitcoin.CNBC INDONESIA RESEARCH(rev/rev)Saksikan video di bawah ini:Buka-bukaan Mirza Soal Kondisi Asuransi & Kesiapan OJK Awasi Kripto CsNext ArticleETF Ethereum Gagal Disetujui Mei 2024? Kripto Kompak Ambruk"
"Investor Saham RI Tembus Jutaan Tapi Malas Transaksi, Gak Punya Uang?",06 August 2024 11:35,"Jakarta, CNBC Indonesia - Jumlah investor aktif di bursa saham semakin berkurang. Kembalinyakebijakanwork from office (WFO) dan menariknya instrumen kripto membuat investor aktif bursa saham menurun.Investor aktif bursa sempat melonjak saat masa Covid-19 karena masyarakat Indonesia tidak dapat melakukan banyak aktivitas di luar rumah dan banyak kehilangan pekerjaan. Mereka kemudian mulai mengenal dan belajar investasi serta mencari uang di pasar modal Indonesia termasuk saham hingga reksadana."
"Bitcoin Cs Mulai Rebound, Pasar Kripto Ada Harapan?",06 August 2024 08:25,"Jakarta, CNBC Indonesia -Pasar kripto mayoritas melemah pada hari ini, Selasa (6/8/2024). Namun demikian hal ini cukup lebih baik setelah sebelumnya anjlok dalam.Merujuk dariCoinMarketCappada Selasa (6/8/2024) pukul 07:35 WIB, pasar kripto kompak turun. Bitcoin melemah 2,99% ke US$55.610,38 dan secara mingguan berada di zona merah 16,27%.Baca:Asing Borong 10 Saham Ini di Hari Terburuk IHSG, Ada BMRI & BBNIEthereum berada di teritori negatif 4,91% dalam 24 jam terakhir dan dalam sepekan ambruk 23,96%.XRP tergelincir 1,18% secara harian dan dalam sepekan tersungkur 15,64%.Begitu pula dengan Toncoin yang mengalami penurunan 10,03% dalam 24 jam terakhir dan dalam tujuh hari terakhir ambles 18,49%.CoinDesk Market Index (CMI) yang merupakan indeks untuk mengukur kinerja tertimbang kapitalisasi pasar dari pasar aset digital turun 4,75% ke angka 2.061,74 Open interest terdepresiasi 10,96% di angka US$48,1 miliar.Sedangkan fear & greed index yang dilansir daricoinmarketcap.com menunjukkan angka 32 yang menunjukkan bahwa pasar berada di fase pesimis/takut dengan kondisi ekonomi dan industri kripto saat ini.Dikutip daricoindesk.com, Bitcoin dan kripto lainnya mengalami rebound setelah sebelumnya turun cukup tajam.Untuk diketahui, hanya dalam seminggu yang lalu, Bitcoin diperdagangkan mendekati US$70.000 dengan para trader sangat antusias tentang kemungkinan kepresidenan Trump dan harapan menjadikan kripto terbesar sebagai aset strategis. Sejak saat itu, harga merosot 30% dari puncaknya, menjadikannya penurunan tercuram pada siklus pasar ini.Kendati aksi tersebut terasa brutal, besarnya penurunan ini tipikal selama pasar bullish sebelumnya, kata Alex Thorn, kepala riset di Galaxy, pada hari Senin.Kecepatan penurunan ini mengingatkan pada crash yang dipicu oleh Covid-19 pada 2020, kata Daniel Cheung, salah satu pendiri firma modal ventura aset digital Syncracy Capital, meskipun ini kurang parah. BTC anjlok 57% dalam enam hari pada pertengahan Maret.""Harapkan kripto pulih relatif cepat mengingat sebagian besar penjualan saat ini adalah hasil dari kepanikan dan paksaan,"" kata Cheung. ""Ironisnya, gerbang menuju pasar bullish yang jauh lebih besar telah dibuka.""Matt Hougan, CEO manajer aset Bitwise, juga membandingkan crash akhir pekan ini dengan Maret 2020 dalam pembaruan pasar.""Rasanya seolah-olah kita mungkin tidak akan pernah pulih. Media mengklaim bahwa Bitcoin telah gagal sebagai aset lindung nilai,"" kata Hougan. ""Terlepas dari emosi, sejarah menunjukkan bahwa penurunan akhir pekan ini adalah peluang beli.""Di tengah situasi saat ini mungkin menawarkan titik masuk yang baik untuk jangka panjang, risiko jangka pendek masih ada. Markus Thielen, pendiri 10x Research, mengatakan bahwa BTC mungkin turun hingga US$42.000 jika kelemahan ekonomi saat ini memburuk menjadi resesi.CNBC INDONESIA RESEARCH(rev/rev)Saksikan video di bawah ini:Buka-bukaan Mirza Soal Kondisi Asuransi & Kesiapan OJK Awasi Kripto CsNext ArticleKripto Ambruk Usai Bitcoin Terbang Tinggi & Cetak Rekor, Kenapa?"
"Video: Ekonomi RI Tumbuh 5, 05% Hingga Bitcoin-Ethereum Ambruk",05 August 2024 20:00,"Jakarta, CNBC Indonesia -Pertumbuhan ekonomi Indonesia pada kuartal kedua 2024 tumbuh melambat dibandingkan dengan kuartal satu 2024 dan kuartal dua tahun 2023, meski masih berada di kisaran 5%.Sementara itu, nilai pasar kripto terpantau anjlok dikarenakan aksi jual besar-besaran oleh investor pada aset berisiko. Ambruknya pasar kripto dipimpin oleh penurunan bitcoin sebesar 11% dalam 24 jam terakhir dan penurunan ethereum yang ambles 21%.Selengkapnya dalam program Evening Up CNBC Indonesia (Senin, 05/08/2024) berikut ini."
"Saham Mulai Ditinggalkan, Investor Lari ke Kripto? Bos OJK Buka Suara",05 August 2024 16:13,"Jakarta, CNBC Indonesia -Jumlah investor kripto terus bertambah dan melampaui investor saham. Ada anggapan hal ini terjadi karena adanya pergeseran minat invesrasi di tengah rendahnya kualitas initial public offering (IPO) yang ada di pasar saham Indonesia.Otoritas Jasa Keuangan (OJK) mengatakan, jika dilihat tingkat adaptasi investor kripto dalam negeri memang sangat cepat. Hal itu ditandai dengan Indonesia menjadi negara dengan jumlah investor kripto terbesar ke-7 di dunia pada 2023.""Bahkan dalamglobal crypto adoptiondalam perspektif global Indonesia terbesar ke-5. Hal ini menunjukkan minat besar di aset kripto,"" ujar Hasan Fawzi Kepala Eksekutif Pengawas Inovasi Teknologi Sektor Keuangan, Aset Keuangan Digital dan Aset Kripto dalam konferensi pers RDKB, Senin (5/8/2024).Baca:Transaksi Kripto RI Tembus Rp 354 Triliun di 2024, Naik 3 Kali LipatDi sisi lain berdasarkan survey dari berabagai sumber terkait adopsi aset krpto termasuk di negara kita, kelompok investor aset kripto nasional masih masuk dalam kategori level awal atauearly stage.""Karenanya kami melihatnya tidak sepenuhnya pergeseran investor pasar saham ke pasar kripto dalam hal ini. Sebab untuk setiap pasar instrumen baik transaksi maupun investasi sebetulnya memiliki karakteristik sendiri-sendiri sesuai profil risiko,"" tambah Hasan.Ke depannya OJK melihat peluang terbuka untuk kedua aset ini saling melengkapi serta meningkatkan literasi dan awareness maupun budaya berinvestasi. Terlebih jika melihat semakin berkembangnya teknologi dan aplikasi investasi yang memanfaatkan sarana blockchain maupunartificial intelligent.(ayh/ayh)Saksikan video di bawah ini:Video: Cukai Rokok Batal Naik, Simak Pergerakan Saham Emitennya!Next ArticleTransaksi Kripto Naik Pesat, Total Aset Tembus Rp103 T di April 2024"
"Transaksi Kripto RI Tembus Rp 301,75 T di 2024, Naik 3 Kali Lipat",05 August 2024 15:30,"Jakarta, CNBC Indonesia- Dewan Komisioner Otoritas Jasa Keuangan (OJK) pengawas pasar kripto Hasan Fawzi mengungkapkan transaksi kripto di Indonesia sepanjang tahun 2024 telah mencapai Rp 301,75 triliun. Angka tersebut melonjak lebih dari 3 kali lipat secara tahunan (yoy).Sementara itu, untuk transaksi bulanan, Hasan mengungkapkan terjadi perlambatan selama bulan Juni 2024.Baca:Bitcoin-Ethereum Ambruk, Rp 4.400 Triliun Lenyap dalam 24 Jam""Nilai transaksi aset kripto pada Juni mengalami perlambatan dari Rp 49,8 triliun pada Mei 2024 menjadi Rp 40,85 triliun di bulan Jun 2024,"" terang Hasan dalam RDK Bulanan OJK, Senin (5/8/2024).Pada perdagangan hari ini, Bitcoin saat ini jatuh ke level US$ 53.000 karena kepanikan pasar dan Etherum (ETH) kembali bergerak di zona negatif. Ketidakpastian pasar tercermin saat Nikkei Jepang turun lebih dari 6% pada hari Senin pagi, menjadikan penurunan indeks selama tiga hari menjadi sekitar 15%.Mengutip data Coindesk, Bitcoin turun 12% dalam 24 jam terakhir dan 20% dalam sepekan. Penyebab terjadinya koreksi besar-besaran di pasar kripto dan pasar keuangan tradisional lainnya adalah arah kebijakan dari bank sentral global, termasuk The Fed yang masih urung menurunkan suku bunga dan Bank of Japan, yang minggu lalu malah menaikkan suku bunga acuannya.(fsd/fsd)Saksikan video di bawah ini:Buka-bukaan Mirza Soal Kondisi Asuransi & Kesiapan OJK Awasi Kripto CsNext ArticleTak Awasi Transaksi Klien, JPMorgan Kena Denda Rp5,44 Triliun"
"Bitcoin-Ethereum Ambruk, Rp 4.400 Triliun Lenyap dalam 24 Jam",05 August 2024 12:05,"Jakarta, CNBC Indonesia- Nilai pasar kripto terpantau anjlok pada Senin (5/8/204) pagi dikarenakan aksi jual besar-besaran oleh investor pada aset berisiko.Ambruknya pasar kripto dipimpin oleh penurunan bitcoin sebesar 11% dalam 24 jam terakhir dan penurunan ethereum yang ambles sebesar 21%. Nilai keseluruhan pasar kripto merosot sekitar US$ 270 miliar atau setara Rp 4.374 triliun (asumsi kurs Rp 16.200/US$), menurut data CoinGecko.Baca:Ancaman Resesi AS Buat IHSG Makin Hancur, Sudah Ambruk 2%Aksi jual di pasar kripto bertepatan dengan jatuhnya harga saham yang lebih luas di pasar Asia-Pasifik. Nikkei 225 Jepang turun sebanyak 7%, memperpanjang kerugian yang dimulai minggu lalu, setelah Bank of Japan mengumumkan akan menaikkan suku bunga acuannya ke level tertinggi dalam 16 tahun.Di AS, Nasdaq turun 3,4% minggu lalu, menjadi rentang tiga minggu terburuk indeks teknologi ini sejak September 2022, ketika pasar terjun bebas. Amazondan Nvidia berkontribusi terhadap penurunan tersebut.Penurunan saham pada minggu lalu sebagian disebabkan oleh laporan kinerja keuangan yang mengecewakan, data tenaga kerja AS yang lebih lemah dari perkiraan, tingginya angka pengangguran dan menurunnya sektor manufaktur.Bank sentral AS, Federal Reserve (The Fed) memilih untuk mempertahankan suku bunga acuannya tetap stabil dan tidak menjanjikan penurunan suku bunga pada bulan September, yang telah dimasukkan oleh banyak pakar pasar ke dalam perkiraan mereka. Suku bunga yang lebih rendah cenderung berkorelasi dengan kinerja aset berisiko yang lebih baik.Secara spesifik, harga Bitcoin telah mencapai level terendah sejak Februari, Namun masih naik hampir 23% tahun ini. Mata uang kripto terbesar di dunia diperdagangkan dengan harga sekitar US$ 54,000.Harga Ethereum, token asli yang mendasari blockchain ethereum, turun menjadi sekitar US$ 2,300 dan telah menghapus keuntungannya untuk tahun ini. Token BNB Binance turun lebih dari 15% dan Solana diperdagangkan 10% lebih rendah.Investor juga menantikan data perdagangan baru dari Tiongkok dan Taiwan minggu ini, serta keputusan bank sentral di India dan Australia.Investor ritel kembali merasakan penurunan signifikan di pasar kripto setelah sempat naik tinggi tahun ini pasca SEC menyetujui ETF baru untuk Bitcoin dan Ethereum. Keputusan akan ETF tersebut mampu menarik dana ratusan juta dolar mengalir ke dalam pasar kripto. Pekan lalu, Morgan Stanley akan segera mengizinkan 15,000 penasihat keuangannya untuk menawarkan ETF bitcoin kepada kliennya, yang pertama bagi Wall Street.(fsd/fsd)Saksikan video di bawah ini:Buka-bukaan Mirza Soal Kondisi Asuransi & Kesiapan OJK Awasi Kripto CsNext ArticleKripto Ambruk Usai Bitcoin Terbang Tinggi & Cetak Rekor, Kenapa?"
"Wajib Baca, Ini Perbedaan Rupiah Digital dan Uang Elektronik",05 August 2024 11:20,"Jakarta, CNBC Indonesia- Terdengar mirip namun tak sama. Ternyata ada perbedaan Central Bank Digital Currency (CBDC) alias rupiah digital dengan uang elektronik. Bank Indonesia (BI) mengatakan, secara sederhana, uang elektronik didefinisikan sebagai alat pembayaran dalam bentuk elektronik dimana nilai uangnya disimpan dalam media elektronik tertentu.Pengguna uang elektronik harus menyetorkan uangnya terlebih dahulu kepada penerbit dan disimpan dalam media elektronik sebelum menggunakannya untuk keperluan bertransaksi.Baca:Ketakutan Jokowi di Akhir Jabatan Makin Nyata, Bankir Teriak GiniSementara Central Bank Digital Currency (CBDC) adalah uang digital yang diterbitkan dan peredarannya dikontrol oleh bank sentral, dan digunakan sebagai alat pembayaran yang sah untuk menggantikan uang kartal. CBDC akan bertindak sebagai representasi digital dari mata uang suatu negaraDirektur Departemen Kebijakan Sistem Pembayaran BI Ryan Rizaldy mengatakan perbedaan yang paling sederhana adalah, rupiah digital diterbitkan BI selaku otoritas moneter, sementara uang elektronik bisa diterbitkan oleh pihak swasta atau lembaga non perbankan.""Gampangnya kalau CBDC yang diterbitkan bank sentral. Kalau kartu debit itu uangnya bank umum. Kalau e-money, gopay, ovo ini kan diterbitkan lembaga non bank,"" jelas Ryan dalam dikutip, Senin (5/8).Terpenting, kata Ryan, CBDC yang diterbitkan BI berisiko rendah. Oleh sebab itu, Ryan meyakini rupiah digital akan semakin dipercaya oleh masyarakat.Ryan mengatakan sudah saatnya bank sentral menerbitkan uang digital. Sebab saat ini transaksi digital sudah lebih dikedepankan. Penerbitan rupiah digital juga sebagai antisipasi berbagai bank sentral di seluruh dunia untuk memitigasi adanya risiko stabilitas pasar keuangan karena masifnya penggunaan aset kripto.""Bank sentral ini lembaga keuangan dengan risiko kreditnya lebih rendah. Pasti disini mudah-mudahan trust sistem. Ini yang jadi bagian upaya kita untuk memberikan layanan publik pada masyarakat,"" ujarnya.""Saat ini memang sudah zamannya digital sudah saatnya bank sentral kita ini buat digital money,"" kata Ryan lagi.Di sisi lain, rupiah digital tidak akan menghilangkan keberadaan uang tunai dan uang elektronik. Rupiah digital hanya akan menambah opsi transaksi selain dengan uang tunai dan uang elektronik. Harapannya, masyarakat bisa bertransaksi dalam berbagai situasi.""Tidak (CDBC tidak akan menghilangkan uang kartal dan uang elektronik). Prinsip yang kami pegang adalah eksistensi. Hidup orang Indonesia bisa lebih resilience, bisa transaksi dalam berbagai situasi, CDBC bisa memperkaya itu,"" jelas Ryan.(fsd/fsd)Saksikan video di bawah ini:Video: Ketidakpastian Tinggi, Yakin CCP Bisa Bantu BI Amankan Rupiah?Next ArticleGubernur BI Lantik 6 Pimpinan Baru, Ini Daftarnya"
Ini Alasan Bitcoin Ambruk Ke US$ 53.000 & Ethereum Anjlok 20%,05 August 2024 09:38,"Jakarta, CNBC Indonesia- Bitcoin saat ini jatuh ke level US$ 53.000 karena kepanikan pasar dan Etherum (ETH) kembali bergerak di zona negatif. Ketidakpastian pasar tercermin saat Nikkei Jepang turun lebih dari 6% pada hari Senin pagi, menjadikan penurunan indeks selama tiga hari menjadi sekitar 15%.Mengutip data Coindesk, Bitcoin turun 12% dalam 24 jam terakhir dan 20% dalam sepekan. Penyebab terjadinya koreksi besar-besaran di pasar kripto dan pasar keuangan tradisional lainnya adalah arah kebijakan dari bank sentral global, termasuk The Fed yang masih urung menurunkan suku bunga dan Bank of Japan, yang minggu lalu malah menaikkan suku bunga acuannya.Baca:Gonjang-Ganjing AS Goyang Pasar Kripto, Bitcoin Ambruk ke US$ 58.000Pengetatan moneter tersebut membuat yen melesat lebih tinggi dan indeks saham Nikkei jatuh turun 6% pada hari Senin pagi. Nikkei sekarang lebih rendah sekitar 15% selama tiga sesi terakhir dan 20% ambruk dari puncaknya pada pertengahan Juli.Sama seperti di Jepang, aksi jual juga terjadi di AS, di mana Nasdaq turun lebih dari 5% dalam dua sesi terakhir minggu lalu. Nasdaq futures turun 2,5% pada perdagangan hari Minggu malam.Selain sikap hawkish Bank of Japan yang tidak terduga minggu lalu, Federal Reserve AS juga mengejutkan beberapa pihak bukan dengan mempertahankan suku bunga stabil, tetapi dengan terlihat agak ambivalen tentang pemotongan suku bunga pada bulan September, yang diasumsikan oleh hampir semua pelaku pasar sebagai hal yang pasti.Sementara itu data terbaru di AS, termasuk tenaga kerja dan aktivitas manufaktur yang memburuk menimbulkan kekhawatiran bahwa resesi di AS sudah di depan mata.Para trader telah memperhitungkan peluang 100% untuk penurunan suku bunga acuan AS di bulan September, dengan peluang 71% untuk penurunan suku bunga sebesar 50 basis poin dan hanya 29% untuk penurunan sebesar 25 basis poin.Melihat lebih jauh pada kurva jatuh tempo, imbal hasil Treasury 10-tahun AS telah jatuh ke 3,75% pada Minggu malam dibandingkan 4,25% hanya satu minggu yang lalu dan 150-175 basis poin lebih rendah dari target dana federal saat ini sebesar 5,25%-5,50%.(fsd/fsd)Saksikan video di bawah ini:Resesi AS Hingga Pilkada, Isu yang ""Menggoyang"" Posisi RupiahNext ArticleKripto Ambruk Usai Bitcoin Terbang Tinggi & Cetak Rekor, Kenapa?"
"Gonjang-Ganjing AS Goyang Pasar Kripto, Bitcoin Ambruk ke US$ 58.000",05 August 2024 07:30,"Jakarta, CNBC Indonesia -Pasar kripto cenderung melemah pada hari ini, Senin (5/8/2024) yang didominasi akibat ketakutan perihal kondisi ekonomi Amerika Serikat (AS) hingga tindakan bank sentral AS (The Fed) yang masih belum pasti.Merujuk dariCoinMarketCappada Senin (5/8/2024) pukul 06:08 WIB, pasar kripto kompak turun. Bitcoin melemah 3,19% ke US$58.661,72 sementara secara mingguan berada di zona merah 13,77%.Baca:Bursa Dunia Panik: AS Dihantui Resesi, Nasib RI Diumumkan Hari IniEthereum berada di teritori negatif 6,51% dalam 24 jam terakhir dan dalam sepekan mengalami depresiasi 16,78%.BNB tergelincir 4,73% secara harian dan dalam sepekan mengalami ambruk 13,85%.Begitu pula dengan Solana yang mengalami penurunan 1,74% dalam 24 jam terakhir dan dalam tujuh hari terakhir ambles 23,19%.CoinDesk Market Index (CMI) yang merupakan indeks untuk mengukur kinerja tertimbang kapitalisasi pasar dari pasar aset digital turun 3,65% ke angka 2.214,2 Open interest terdepresiasi 3,87% di angka US$55,67 miliar.Sedangkan fear & greed index yang dilansir daricoinmarketcap.commenunjukkan angka 48 yang menunjukkan bahwa pasar berada di fase netral dengan kondisi ekonomi dan industri kripto saat ini.Dikutip dariCointurkNews, Bitcoin turun di bawah US$60.000 dalam waktu kurang dari seminggu setelah mencapai puncaknya sebesar US$70.000 dalam sepekan. Pasar cryptocurrency yang selalu bergejolak mengalami pukulan lagi dalam sepekan terakhir dari berbagai arah, tetapi sebagian besar mungkin sebenarnya terkait dengan AS.Data dari ekonomi AS yang cukup mengkhawatirkan memberikan tekanan tersendiri bagi pasar kripto.Dengan tingkat pengangguran melonjak menjadi 4,3%, level tertinggi sejak Oktober 2021, hal ini menunjukkan bahwa ekonomi terbesar di dunia mungkin berada dalam kondisi yang lebih mengkhawatirkan daripada yang diperkirakan banyak orang. Wall Street bereaksi dengan penurunan harga yang tiba-tiba, dan pasar crypto mengikuti jejak tersebut.Sementara dari sisi suku bunga The Fed pada pertemuan terakhir, The Fed masih menahan suku bunganya di level 5,25-5,50% sedangkan bank sentral lainnya (seperti Bank of England/BoE) telah menurunkan suku bunga sebesar 25 basis poin untuk pertama kalinya sejak pandemi.Suku bunga yang lebih rendah umumnya dianggap bullish untuk aset berisiko seperti cryptocurrency karena membuat pinjaman menjadi lebih murah. Oleh karena itu, ketidakpastian mengenai langkah selanjutnya dari Fed bisa menjadi salah satu alasan mengapa beberapa investor memutuskan untuk keluar dari pasar crypto, setidaknya untuk saat ini.Tidak sampai disitu, laporan mengenai ekonomi AS yang lemah dan ketidakpastian seputar tindakan The Fed telah membuat beberapa investor ketakutan, terutama investor besar yang cenderung menggunakan dana yang diperdagangkan di bursa AS (ETF) untuk investasi crypto.Seperti dilaporkan pada hari Sabtu, penarikan dari dana ETF Bitcoin spot melonjak menjadi sekitar US$240 juta pada hari Jumat, angka tertinggi dalam hampir tiga bulan. Penarikan dari dana ETF Ethereum tetap negatif untuk minggu kedua berturut-turut. Aliran dana ETF terbukti sebelumnya memiliki dampak langsung pada harga Bitcoin, terutama penarikan. Akibatnya, ini bisa menjadi alasan signifikan di balik penurunan aset tersebut ke US$60.000 dan di bawahnya.CNBC INDONESIA RESEARCH(rev/rev)Saksikan video di bawah ini:Video: BI Yakin The Fed Bakal Semakin Agresif Pangkas BungaNext ArticleInvestor Raksasa Serbu ETF Kripto, Harga Bitcoin Tembus Rp 1,07 M"
"Berkat Bitcoin, Negara Kecil Ini Jadi yang Paling Kaya di Dunia",04 August 2024 18:45,"Jakarta, CNBC Indonesia -Kisah investor yang menjadi kaya raya gara-gara rajin mengoleksi Bitcoin sudah banyak. Namun, tahukah Anda ada sebuah negara kecil di Amerika Tengah yang juga menjadi kaya karena rajin mengumpulkan mata uang kripto ini?Negara itu adalah El Salvador.Mengutip Cryptonews, pada September 2021, El Salvador menjadi negara pertama di dunia yang secara resmi menerima Bitcoin sebagai alat pembayaran sah. Pengesahan itu disusul dengan keputusan Presiden El Salvador, Nayib Bukele yang mengumumkan pemerintah mulai membeli 1 BTC per hari pada 16 November 2022.Keputusan yang awalnya kontroversial ini pada akhirnya berbuah manis. Saat ini, pemerintah El Salvador sudah mengumpulkan Bitcoin bernilai lebih dari 2.000 BTC atau setara US$ 150 juta.Baca:The Fed Tahan Suku Bunga, Bitcoin Cs Langsung TurunMeski El Salvador sudah menggenggam Bitcoin dalam jumlah besar, Presiden Bukele bersikukuh tidak memiliki rencana untuk menjualnya. Padahal, El Salvador bisa saja mendapatkan keuntungan besar mengingat harga Bitcoin yang terus meningkat.Para pakar memprediksi langkah tersebut dapat membawa El Salvador menjadi salah satu negara terkaya di dunia. Salah satu kapitalis ventura berbasis di Silicon Valley, Tim Draper mengatakan, El Salvador sedang berkembang menjadi negara yang inovatif dan akan menjadi salah satu tempat paling menarik untuk ditinggali.Bahkan menurutnya, jika harga Bitcoin mencapai US$ 100.000, El Salvador dapat melunasi pinjamannya kepada Dana Moneter Internasional (IMF).Hal senada juga diungkapkan oleh Pendiri dan CEO CrossFi, Alexander Mamasidikov yang optimis bahwa El Salvador dapat menjadi negara mandiri secara finansial dan dapat fokus penuh pada masalah internal.Keputusan Presiden Bukele yang menegaskan tidak menjual kepemilikan Bitcoin pemerintah, memberi kepercayaan pada sebagian kecil populasi El Salvador yang telah menggunakan Bitcoin sebagai alat pembayaran.Seperti diketahui, El Salvador telah meninggalkan Dolar sebagai mata uang cadangan pada tahun 2021 lalu. Mamasidikov meyakini penggunaan BTC akan meningkatkan kekayaan negara tersebut ke depannya.Salah satu alasan keputusan pemerintah El Salvador menahan penjualan mata uang kripto tersebut karena tidak ingin merusakan kepercayaan pada inisiatif Bitcoin di negara tersebut. Bitcoin tetap digenggam walaupun negara sedang mengalami kesulitan ekonomi.Sebab, meskipun banyak warga El Salvador telah menggunakan Bitcoin, pemahaman dasar tentang konsep tersebut masih terbatas. Pemerintah menahan penjualan Bitcoin untuk meningkatkan pemahaman tentang Bitcoin di negara tersebut.(pgr/pgr)Saksikan video di bawah ini:Video: Warisi Program Hilirisasi Nikel Jokowi, PR Ini Menanti PrabowoNext ArticleKripto Ambruk Usai Bitcoin Terbang Tinggi & Cetak Rekor, Kenapa?"
